number of rooms,security level of the community,residence space,aboveground space ,noise level,building year,city,zip code,cost rank
2,1,950,950,1,1958,Renton,WA 98058,1
4,2,1530,1530,2,1942,Renton,WA 98058,1
3,1.5,1270,1270,1,1964,Kent,WA 98031,1
2,1,1110,1110,1,1951,SeaTac,WA 98168,1
3,1.5,1470,1470,1,1958,Kent,WA 98042,1
4,2.25,1720,1120,1,1978,Federal Way,WA 98023,1
4,1.75,1880,1180,1,1978,Federal Way,WA 98023,1
3,1.75,1590,1090,1,1957,SeaTac,WA 98188,1
4,2.5,2290,2290,2,2001,Renton,WA 98058,1
3,2.5,2080,2080,2,1989,Federal Way,WA 98023,2
2,1,820,820,1,1916,Seattle,WA 98133,2
2,2.25,1000,1000,3,2006,Seattle,WA 98117,2
2,1,810,810,1,1919,Seattle,WA 98118,2
3,1.5,1460,1100,1,1971,Seattle,WA 98133,2
3,2.25,2270,1380,1,1977,Renton,WA 98058,2
4,1.75,1700,1120,1,1981,Renton,WA 98059,2
4,2.5,2040,2040,2,2011,Seattle,WA 98168,2
2,1,1320,1320,1.5,1909,Seattle,WA 98144,2
5,2,1930,1020,1,1962,Kenmore,WA 98028,2
4,1.5,1390,1140,1,1965,Seattle,WA 98133,2
4,2,1670,1670,1,1955,Kenmore,WA 98028,2
4,2.75,1240,800,1,1987,Seattle,WA 98125,2
5,1.75,1880,960,1,1963,Kirkland,WA 98034,2
3,2,1240,1240,1,1988,Redmond,WA 98053,2
3,1.75,2930,2030,1,1993,Woodinville,WA 98072,2
3,1.75,1950,1950,1,1985,Kent,WA 98042,2
2,1,1260,1040,1,1951,Seattle,WA 98117,2
4,1.75,1990,1190,1.5,1944,Seattle,WA 98126,2
4,2,2240,1120,1,1956,Seattle,WA 98106,2
4,2.25,2590,1340,1,1968,Kenmore,WA 98028,2
6,2.5,4410,2350,1,1965,Federal Way,WA 98003,2
3,1,2110,1110,1,1924,Kirkland,WA 98033,2
4,2.75,2320,2320,2,2012,Renton,WA 98059,2
4,1,1600,1600,1.5,1916,Seattle,WA 98103,2
3,2,2590,1980,2,1988,Maple Valley,WA 98038,3
3,1.5,2240,1370,2,1929,Seattle,WA 98115,3
3,3,2600,1890,1.5,1989,Des Moines,WA 98198,3
5,2.5,2630,2630,2,2003,Duvall,WA 98019,3
3,1,1590,1590,1,1944,Seattle,WA 98136,3
3,1.5,2600,1400,1,1940,Seattle,WA 98126,3
5,2,2450,1240,1,1900,Seattle,WA 98133,3
4,2.5,2440,2440,2,1996,Redmond,WA 98053,3
3,2,1480,750,1,1928,Seattle,WA 98117,3
4,2.5,2760,2760,2,1999,Newcastle,WA 98056,3
4,2,2300,1550,1.5,1915,Seattle,WA 98117,3
4,1.75,1640,920,1,1921,Seattle,WA 98117,3
3,3.25,1730,1320,2,2008,Seattle,WA 98119,3
3,2.5,2930,2930,2,2008,Snoqualmie,WA 98065,3
4,2.75,3310,3310,2,2008,Snoqualmie,WA 98065,3
3,2.5,2620,2620,2,1992,Redmond,WA 98053,3
4,2.75,2620,2620,2,2000,Sammamish,WA 98075,3
3,2.25,2330,1520,1.5,1927,Seattle,WA 98115,3
3,1.75,1940,1440,1,1960,Seattle,WA 98136,3
4,2.5,2920,2920,2,1990,Issaquah,WA 98029,3
3,2.5,2390,2390,2,2006,Sammamish,WA 98074,3
4,2.25,1960,1290,1,1959,Bellevue,WA 98004,4
5,3,2170,1450,1.5,1911,Seattle,WA 98105,4
5,3.25,2900,1890,1,1967,Bellevue,WA 98005,4
4,2.25,2280,1960,1.5,1940,Seattle,WA 98119,4
3,2.5,2770,2770,2,1991,Bellevue,WA 98006,4
4,3.5,4140,4140,2,2000,Newcastle,WA 98059,4
4,4.25,4960,3680,2.5,1909,Seattle,WA 98109,4
2,1.5,1220,1220,1.5,1976,Des Moines,WA 98198,1
4,1,1290,1290,1.5,1957,Seattle,WA 98146,1
3,2.25,1590,1090,1,1978,Auburn,WA 98001,1
3,2,1560,1560,1,1992,Algona,WA 98001,1
3,2,2120,2120,1,1991,Renton,WA 98058,1
3,2,1330,630,1,1900,Seattle,WA 98108,1
2,1,1000,1000,1,1942,Seattle,WA 98108,1
3,1.75,1050,1050,1,1980,Burien,WA 98166,1
2,1,1880,940,1,1919,Seattle,WA 98126,1
2,1,1090,730,1,1942,Seattle,WA 98126,1
3,1,1210,1210,1,1955,Seattle,WA 98106,1
3,2.5,2260,2260,2,1994,Renton,WA 98058,2
3,2,1060,1060,1,1981,Seattle,WA 98126,2
4,2.5,2280,2280,2,1994,Kent,WA 98030,2
3,1.75,2180,1090,1,1961,Seattle,WA 98118,2
3,2.25,1490,1490,2,2009,Kenmore,WA 98028,2
2,2.5,1240,1240,2,2007,Seattle,WA 98108,2
3,2.5,2200,2200,2,1990,Renton,WA 98058,2
3,2,1550,1150,1,1959,Seattle,WA 98106,2
3,1,1200,1200,1,1971,Woodinville,WA 98072,2
3,2.5,1860,1860,2,2000,Kenmore,WA 98028,2
3,1,1220,1220,1,1901,Seattle,WA 98122,2
4,2.5,2910,2910,2,2002,Covington,WA 98042,2
2,1.75,1340,1340,1,2004,Redmond,WA 98053,2
3,1.75,1510,1240,1,1989,North Bend,WA 98045,2
3,1.75,1680,840,1,1900,Seattle,WA 98103,2
3,2.25,1820,1260,1,1974,Kirkland,WA 98034,2
5,2.75,2220,1230,1,1973,Seattle,WA 98144,2
5,2.5,3090,2990,1,1957,Bothell,WA 98011,2
3,1.75,2580,1290,1,1951,Bellevue,WA 98006,2
4,2.25,1820,1340,1,1977,Woodinville,WA 98072,2
3,1.75,1920,960,1,1947,Seattle,WA 98126,2
4,2.75,2620,2620,2,2013,North Bend,WA 98045,2
3,2.5,1950,1950,2,1988,Sammamish,WA 98074,3
4,2.5,2720,2720,2,2012,Snoqualmie,WA 98065,3
3,1.5,2000,2000,1,1953,Seattle,WA 98177,3
4,2,2340,1170,1,1966,Sammamish,WA 98075,3
4,3.25,4240,3550,2,1989,Federal Way,WA 98023,3
3,2.5,2670,2670,1,1987,Sammamish,WA 98074,3
4,2.5,2560,2560,2,1992,Issaquah,WA 98029,3
2,1,1890,1890,1.5,1909,Seattle,WA 98117,3
2,2.5,1740,1210,2,1994,Seattle,WA 98112,3
4,2.25,2060,1440,1,1983,Bellevue,WA 98006,3
4,2.5,3190,2210,1,1946,Seattle,WA 98125,3
4,2.5,2310,1490,1.5,1927,Seattle,WA 98103,4
4,1.75,3420,1770,1,1947,Seattle,WA 98125,4
4,3,2840,2060,1.5,1931,Seattle,WA 98118,4
5,3.75,3990,3090,2,1937,Seattle,WA 98125,4
4,2.75,2600,1560,1,1976,Seattle,WA 98115,4
4,2.5,2310,2310,2,2013,Seattle,WA 98177,4
3,2.5,2780,2780,2,2009,Kirkland,WA 98034,4
7,4.5,4290,4290,1.5,1982,Issaquah,WA 98027,4
3,2.25,3060,3060,2,1983,Bellevue,WA 98006,4
4,3.5,3760,2860,2,2014,Seattle,WA 98117,4
4,1.75,2500,1500,1,1970,Mercer Island,WA 98040,4
4,2.5,3150,3150,2,1966,Mercer Island,WA 98040,4
6,2.75,5700,2850,1,1977,Bellevue,WA 98006,4
3,2.5,1960,1960,2,2004,Renton,WA 98056,1
5,2.75,2080,2080,2,1987,Sammamish,WA 98074,3
4,2.5,2550,2550,2,1992,Woodinville,WA 98072,3
3,2.25,1760,1760,3,2014,Seattle,WA 98122,3
3,2.25,2675,2675,2,1984,Sammamish,WA 98075,3
3,2.5,2460,2460,2,1996,Redmond,WA 98052,3
3,1.75,1790,1040,1,1960,Des Moines,WA 98198,1
1,1,750,750,1,1918,Seattle,WA 98136,1
3,1.75,1620,1090,1,1974,Kirkland,WA 98034,2
4,1.75,2780,2780,2,1978,Sammamish,WA 98074,3
4,3.5,3480,2580,2,1926,Seattle,WA 98144,4
3,1,1010,1010,1,1969,Federal Way,WA 98003,1
4,2,1850,1540,1,1978,Kent,WA 98032,1
4,2.5,1920,1920,2,1998,Auburn,WA 98092,1
3,1,1450,1050,1,1958,Tukwila,WA 98168,1
3,2,1380,1380,1,2008,Maple Valley,WA 98038,1
2,2.5,1380,1140,2,2011,Seattle,WA 98126,1
3,2.5,2080,2080,2,2002,Covington,WA 98042,1
3,2.5,1950,1950,2,2010,Maple Valley,WA 98038,1
4,2.5,2070,2070,2,2003,Auburn,WA 98092,2
3,1,950,950,1,1950,Shoreline,WA 98155,2
2,1.5,1140,1140,2,1988,Issaquah,WA 98029,2
3,1,960,960,1,1952,Seattle,WA 98125,2
3,2.25,2130,1570,1,1987,Kent,WA 98031,2
5,2.5,3020,1510,1,1978,Kent,WA 98042,2
3,1.5,1320,1320,1,1970,Renton,WA 98059,2
2,2.5,1175,740,2,2005,Seattle,WA 98103,2
3,1.75,1990,1320,1,1963,Seattle,WA 98178,2
3,2.5,2680,2680,2,1990,Auburn,WA 98092,2
3,1.75,1510,1510,1,1967,Kirkland,WA 98034,2
2,1,1210,1060,1,1950,Seattle,WA 98108,2
3,2.25,1410,1290,2,2004,Issaquah,WA 98027,2
3,2.5,1495,1405,3,2006,Seattle,WA 98144,2
3,1.5,2030,1330,1,1963,Seattle,WA 98108,2
2,1.75,1710,1330,2,1920,Seattle,WA 98136,2
4,1.75,1790,1490,1,1969,Issaquah,WA 98027,2
4,2.75,2150,1240,1,1976,Newcastle,WA 98056,2
3,2.5,2240,2240,2,2002,Snoqualmie,WA 98065,2
3,1.5,1120,1120,1,1956,Bellevue,WA 98007,2
2,2,1410,1410,1.5,1909,Preston,WA 98050,2
4,2.75,2340,1720,1,1967,Lake Forest Park,WA 98155,2
2,1,1170,970,1,1941,Seattle,WA 98103,2
3,1.75,1890,1290,1,1965,Seattle,WA 98118,2
3,1,950,950,1.5,1948,Seattle,WA 98122,2
3,2,1750,1490,1,1982,Sammamish,WA 98075,2
3,1.75,2770,1580,1,1978,Issaquah,WA 98027,2
3,2,1720,960,1,1941,Seattle,WA 98108,3
4,2.5,2910,2910,2,2006,Maple Valley,WA 98038,3
3,2.5,1690,1690,2,1984,Issaquah,WA 98027,3
4,1.75,1720,1460,1.5,1925,Seattle,WA 98144,3
5,2.75,2910,1590,1,1977,Sammamish,WA 98075,3
3,1.5,1790,1790,1.5,1910,Seattle,WA 98116,3
3,2,1810,1810,1.5,1925,Seattle,WA 98103,3
3,2.75,2930,1860,1,2004,Woodinville,WA 98072,3
3,2.75,2180,1310,1,1981,Redmond,WA 98052,3
4,2.5,2220,2220,2,1988,Issaquah,WA 98029,3
5,2.5,3990,1990,1,1962,Seattle,WA 98112,3
4,2.5,2150,2150,2,1985,Redmond,WA 98052,3
3,2,1760,960,1,1920,Seattle,WA 98199,3
3,2.5,1960,980,1,1940,Seattle,WA 98118,3
4,2.5,2430,1670,1,1963,Bellevue,WA 98007,3
3,2.5,2290,2290,2,2006,Issaquah,WA 98029,3
4,2.25,1990,1420,1.5,1932,Seattle,WA 98126,3
4,2.5,2720,2720,2,1987,Sammamish,WA 98074,3
4,2.5,2710,2710,2,1999,Sammamish,WA 98074,3
3,2.25,2610,2610,2,1988,Redmond,WA 98052,3
3,2.5,1840,920,1,1926,Seattle,WA 98105,3
3,1.5,1840,1840,2,1961,Seattle,WA 98177,3
4,2.75,3270,3270,2,2014,Kirkland,WA 98033,4
4,2.5,3190,3190,2,2001,Snoqualmie,WA 98065,4
4,2,2360,1260,1,1939,Seattle,WA 98199,4
3,3,3740,3740,2,1991,Vashon,WA 98070,4
2,2.5,2210,2210,1,2003,Redmond,WA 98053,4
3,1.75,2160,1390,1,1960,Seattle,WA 98115,4
4,3,4500,3040,2,1980,Mercer Island,WA 98040,4
3,2.25,3020,2720,2,1969,Bellevue,WA 98005,4
3,2.5,2730,2730,2,1998,Bellevue,WA 98005,4
5,3.25,3160,3160,2,1972,Mercer Island,WA 98040,4
3,1,1200,1200,1,1969,Maple Valley,WA 98038,1
3,1,1040,1040,2,1942,Seattle,WA 98146,1
2,2.5,1240,1240,2,1986,Federal Way,WA 98003,1
3,1.5,1180,1180,1,1960,Burien,WA 98148,1
3,1,1060,1060,1,1962,Federal Way,WA 98023,1
3,1,1110,1110,1,1962,Seattle,WA 98146,1
3,2,1200,1200,1,1995,Pacific,WA 98047,1
3,1,1030,1030,1,1961,Kent,WA 98032,1
3,2,1440,720,1,1942,Renton,WA 98056,1
2,1,940,940,1,1952,Des Moines,WA 98198,1
3,1,1250,1250,1,1959,Renton,WA 98056,1
3,2,1530,1530,1,1970,Renton,WA 98055,1
2,1,720,720,1,1947,Seattle,WA 98126,1
3,1.75,1340,1340,1,1968,Kent,WA 98042,1
3,2.25,1765,1765,2,1996,Federal Way,WA 98003,1
2,1.75,1220,860,1,1921,Renton,WA 98057,1
3,1.75,1970,1970,1,1966,Kent,WA 98032,1
3,1.75,1590,1590,1.5,1926,Maple Valley,WA 98038,1
3,2,1410,1410,1,1983,Renton,WA 98058,1
2,1.5,1480,1480,1,1940,Seattle,WA 98146,1
2,1,1170,1170,1,1963,North Bend,WA 98045,1
5,2.75,2481,2481,2,2014,Auburn,WA 98001,2
4,2.5,1830,1830,2,2003,Maple Valley,WA 98038,2
3,2.25,1540,770,1,1954,Seattle,WA 98115,2
3,2,1880,940,1,1952,Renton,WA 98059,2
3,3.25,1530,1140,2,2013,Seattle,WA 98106,2
3,1.75,2250,2250,1,1980,Auburn,WA 98092,2
3,2.5,1950,1950,2,1990,Kent,WA 98042,2
5,2.75,2670,2670,2,2014,Renton,WA 98059,2
4,2.5,2240,2240,2,2014,Maple Valley,WA 98038,2
6,1.5,2550,1750,1,1958,Federal Way,WA 98023,2
3,2,1080,1080,1,1947,Seattle,WA 98125,2
3,1.5,1200,1200,1,1962,Bellevue,WA 98007,2
3,2.25,1450,1450,2,2009,Kenmore,WA 98028,2
3,3.25,2780,2780,2,2009,Duvall,WA 98019,2
2,1.75,1370,1370,1,1944,Seattle,WA 98103,2
3,1.75,1660,1380,1,1981,Bothell,WA 98011,2
3,2.25,1870,1440,1,1978,Bothell,WA 98011,2
3,2.25,1660,1110,1,1979,Seattle,WA 98122,2
2,2.5,1140,1140,3,2007,Seattle,WA 98107,2
3,3,2340,2340,2,2013,North Bend,WA 98045,2
4,2.25,1790,1110,1,1973,Lake Forest Park,WA 98155,2
3,2,1360,910,1.5,1924,Seattle,WA 98116,2
3,2.5,1970,1970,2,2003,Snoqualmie,WA 98065,2
3,1.75,2220,1110,1,1988,Issaquah,WA 98027,2
3,2.25,1680,1680,2,1989,North Bend,WA 98045,2
2,1,1230,1130,1,1906,Seattle,WA 98118,2
5,2.75,2040,1200,1,1969,Kirkland,WA 98034,2
4,2.5,3030,2020,2,1998,North Bend,WA 98045,2
3,2.25,1800,1800,1,1976,Woodinville,WA 98072,2
3,2.5,2600,2600,2,1989,Renton,WA 98059,2
4,2.25,2220,1110,1,1961,Bellevue,WA 98006,2
3,1.75,1620,830,1,1945,Seattle,WA 98115,3
3,2.5,2190,2190,2,1999,Lake Forest Park,WA 98155,3
4,2.25,2290,2120,2,1958,Seattle,WA 98199,3
3,1.75,1810,1810,1.5,1903,Seattle,WA 98107,3
3,2.5,2110,2110,2,2001,Woodinville,WA 98072,3
4,2.5,2170,1460,1,1980,Redmond,WA 98052,3
3,1.75,2000,1400,1,1963,Kirkland,WA 98033,3
3,2.25,2090,2090,2,1983,Redmond,WA 98052,3
3,2.25,3800,3330,1,1976,Kent,WA 98042,3
4,2.75,3120,3120,2,2010,Snoqualmie,WA 98065,3
4,2.5,3150,3150,2,2014,Renton,WA 98059,3
4,4.25,2360,2360,2,1939,Federal Way,WA 98003,3
4,2,2580,1300,1,1950,Seattle,WA 98199,3
4,2.5,2620,2620,2,1987,Issaquah,WA 98075,3
4,2.5,1960,1290,1,1958,Burien,WA 98146,3
3,2,2060,1120,1,1947,Seattle,WA 98103,3
5,2.5,2070,1340,1,1967,Bellevue,WA 98008,3
3,2.5,2370,2370,2,1993,Newcastle,WA 98056,3
5,2.75,2550,2550,1.5,1902,Seattle,WA 98122,3
4,2.5,2790,2790,2,1987,Woodinville,WA 98077,3
3,2.5,2290,2290,3,1953,Seattle,WA 98102,3
5,2.75,3040,3040,2,1993,Bellevue,WA 98006,3
3,2.75,2390,1390,1,1942,Seattle,WA 98133,3
4,2.5,2961,2961,2,1998,Sammamish,WA 98075,3
3,2,2140,1070,1,1928,Seattle,WA 98103,4
3,1.5,1660,1660,1,1956,Bellevue,WA 98004,4
3,2,2050,2050,1,1951,Mercer Island,WA 98040,4
4,2.5,2870,2870,2,1986,Issaquah,WA 98029,4
3,2.5,2430,2430,2,1987,Issaquah,WA 98027,4
5,1,2550,2550,2.5,1905,Seattle,WA 98122,4
4,2.25,3720,1860,1,1970,Sammamish,WA 98075,4
2,2.5,2680,2680,1,2006,Redmond,WA 98053,4
5,3.5,3490,2460,2,1980,Shoreline,WA 98177,4
4,3,4590,3490,2,1981,Seattle,WA 98177,4
4,3.75,4130,4130,2,2001,Newcastle,WA 98059,4
1,1,650,650,1,1967,Kent,WA 98042,1
1,1,790,790,1,1942,Seattle,WA 98168,1
4,1.75,1720,1220,1,1974,Federal Way,WA 98023,1
2,1,1500,1500,1,1950,Tukwila,WA 98168,1
2,1,670,670,1,1919,Seattle,WA 98126,1
5,2,1750,1750,1,1943,Renton,WA 98056,1
3,1,920,920,1,1977,Auburn,WA 98001,1
3,2.25,1500,1150,1,1984,Federal Way,WA 98023,1
3,1.75,1730,1730,1,1972,Kent,WA 98031,1
3,1.75,1460,990,1,1997,Seattle,WA 98168,1
4,2,2120,2120,1.5,1960,Des Moines,WA 98198,1
3,2,1710,1710,2,1988,Federal Way,WA 98023,1
3,1.5,1810,950,1,1983,Covington,WA 98042,1
3,2.25,2080,1550,1.5,2003,Kent,WA 98042,1
3,2.5,1720,1000,1,1983,Federal Way,WA 98023,1
2,1,770,770,1,1948,Shoreline,WA 98155,1
2,1,960,960,1,1942,Seattle,WA 98117,1
3,2.5,2437,2437,2,2011,Auburn,WA 98002,1
3,2,1670,1670,1,1992,Kent,WA 98030,1
3,2,1350,1110,1,1995,North Bend,WA 98045,2
3,1,1010,1010,1,1959,Seattle,WA 98144,2
3,1.5,1650,1130,1,1978,Renton,WA 98058,2
3,1,1210,1210,1,1949,Shoreline,WA 98155,2
4,1.75,1650,1650,1,1968,Renton,WA 98058,2
3,1,1070,1070,1,1989,Seattle,WA 98118,2
4,2.75,2540,1600,1,1979,Renton,WA 98058,2
3,1.75,2190,2190,2,1978,Kent,WA 98042,2
2,1.75,1650,950,1,1947,Seattle,WA 98108,2
4,2.5,2310,2310,2,1978,Duvall,WA 98019,2
2,1,1250,1250,1,1947,Seattle,WA 98125,2
3,1.5,1420,1420,1,1959,Seattle,WA 98103,2
4,1.75,2200,1100,1,1955,Seattle,WA 98118,2
2,1,820,820,1,1922,Seattle,WA 98136,2
3,2.25,1250,1250,1,1942,Seattle,WA 98146,2
3,1,1240,1240,1,1952,Normandy Park,WA 98166,2
4,2.5,2150,2150,2,2005,Renton,WA 98056,2
3,1.5,2080,1190,1,1959,Seattle,WA 98125,2
3,2,2260,1130,1,1986,Renton,WA 98055,2
3,1.75,1530,1530,1,1986,Kenmore,WA 98028,2
3,1.75,1840,1040,1,1952,Seattle,WA 98108,2
4,2.5,2000,2000,2,1999,Shoreline,WA 98133,2
3,2.5,2060,2060,2,2007,Snoqualmie,WA 98065,2
4,2.5,2460,2460,2,2003,Renton,WA 98058,2
2,1.75,1500,910,1,1942,Seattle,WA 98117,2
5,2.5,2300,1170,1,1967,Renton,WA 98059,2
3,1.75,1420,1420,3,2006,Seattle,WA 98103,2
3,2,1800,1800,1,1956,Kirkland,WA 98033,2
3,2.5,2340,2340,1,1985,Maple Valley,WA 98038,2
3,2.5,1520,1040,2,2007,Seattle,WA 98119,2
5,3,2920,2920,2,2003,Shoreline,WA 98133,3
3,3.25,1540,1540,2,2011,Issaquah,WA 98029,3
3,2,1540,1540,1,2004,Seattle,WA 98125,3
4,1.75,2020,1430,1,1979,Redmond,WA 98052,3
3,2.5,1820,1820,2,1993,Issaquah,WA 98029,3
3,2.5,1710,1570,2,2005,Redmond,WA 98052,3
5,2.5,2730,1660,1,1958,Kenmore,WA 98028,3
4,2.25,2740,2740,2,1991,Issaquah,WA 98027,3
4,2.75,3370,3370,2,1991,Woodinville,WA 98077,3
3,2.5,2070,2070,2,1996,Newcastle,WA 98056,3
5,2.5,2650,1400,1,1961,Bellevue,WA 98008,3
3,2.25,1830,1290,1,1986,Redmond,WA 98052,3
6,2.75,2630,1650,1,1974,Redmond,WA 98052,3
3,2.5,1780,1600,3,2006,Seattle,WA 98103,3
4,2.5,4060,2150,1,1977,Kenmore,WA 98028,3
4,3.5,2910,2910,2,2012,Snoqualmie,WA 98065,3
4,2.25,2500,1600,1,1978,Bellevue,WA 98006,3
4,2.5,3290,3290,2,2008,Snoqualmie,WA 98065,3
3,2.25,2560,2560,2,1986,Issaquah,WA 98027,3
4,2.5,2770,2770,2,1989,Woodinville,WA 98077,3
3,2.25,2370,1650,1,1973,Redmond,WA 98052,4
4,2.5,2730,2730,2,1986,Redmond,WA 98052,4
3,2,1990,1130,1,1912,Seattle,WA 98103,4
4,3,4410,3400,2,2006,Snoqualmie,WA 98065,4
3,2.25,2430,1810,2,1989,Kirkland,WA 98033,4
4,2.5,2700,2700,2,1994,Kirkland,WA 98033,4
3,3.25,4720,3190,2,1998,Renton,WA 98059,4
3,1.75,2090,1610,2,1947,Seattle,WA 98199,4
4,2.75,3790,3790,2,1999,Sammamish,WA 98075,4
4,2.5,2770,2770,2,1987,Bellevue,WA 98007,4
5,3.5,3280,2440,2,2003,Seattle,WA 98117,4
5,2.75,2660,1470,1,1969,Bellevue,WA 98006,4
5,3.5,3880,2540,2,1979,Bellevue,WA 98006,4
3,1,1010,1010,1,1958,Renton,WA 98058,1
4,1.5,1920,1370,1,1959,Federal Way,WA 98023,1
2,2.5,1150,1150,2,2004,Auburn,WA 98001,1
2,1,1190,830,1,1941,Seattle,WA 98168,1
3,1,1130,1130,1,1954,SeaTac,WA 98188,1
4,2.5,2068,2068,2,1976,Auburn,WA 98001,1
3,1,1150,1150,1,1957,Issaquah,WA 98027,1
3,2.5,1510,1030,1,1976,Woodinville,WA 98077,1
3,2.5,1610,1610,2,1994,Kent,WA 98030,1
4,2.75,2330,1800,1,1990,Federal Way,WA 98023,1
4,2.5,2100,2100,2,2006,Kent,WA 98031,1
3,1,1690,1020,1,1967,Seattle,WA 98178,1
3,1.5,1890,1090,1,1957,Burien,WA 98146,1
3,1,1500,1500,1,1968,Renton,WA 98059,1
3,3,1390,1140,2,2006,Seattle,WA 98118,1
3,2,1750,1350,1,1961,Des Moines,WA 98198,1
3,2,1680,1680,1,1993,Enumclaw,WA 98022,1
5,2.5,2490,1490,1,1989,Kent,WA 98031,1
4,2.5,1910,1910,2,2005,Maple Valley,WA 98038,1
4,1.75,1560,1560,1,1965,Auburn,WA 98092,1
3,2.5,1660,1660,2,2009,Seattle,WA 98118,2
4,2.5,2610,2610,2,2009,Auburn,WA 98001,2
3,2,1170,1170,1,1919,Seattle,WA 98106,2
4,2.5,2070,2070,2,2004,Maple Valley,WA 98038,2
3,2.5,2600,2600,2,2004,Maple Valley,WA 98038,2
2,1,920,920,1,1914,Seattle,WA 98118,2
4,2.5,2390,2390,2,1999,Auburn,WA 98092,2
3,1.5,1180,800,1,1981,Sammamish,WA 98074,2
3,1.75,960,960,1,1962,Redmond,WA 98052,2
4,2.75,2420,2420,2,2005,Maple Valley,WA 98038,2
3,2.25,1710,1210,1,1978,Kenmore,WA 98028,2
3,2,1463,1463,3,2003,Seattle,WA 98115,2
4,3,1980,1160,1,1983,Shoreline,WA 98133,2
3,1.75,1460,1460,1,1961,Issaquah,WA 98027,2
4,2.5,2658,2658,2,2014,Auburn,WA 98092,2
3,2,1330,1330,1,1969,Kirkland,WA 98034,2
4,2.75,2440,2440,2,1957,Des Moines,WA 98198,2
3,1.75,1980,1090,1,1910,Seattle,WA 98136,2
4,2.5,2340,2340,2,2008,Seattle,WA 98106,2
3,2.5,2170,2170,2,2003,Kenmore,WA 98028,2
4,1,2000,1250,1.5,1916,Seattle,WA 98118,2
4,1.75,2000,1300,1,1959,Seattle,WA 98146,2
4,1.75,1670,1670,1,1947,Seattle,WA 98125,2
3,2.25,1530,1050,2,2014,Seattle,WA 98122,2
3,1,1430,950,1,1945,Seattle,WA 98117,2
3,2.5,1480,1480,2,1996,Kirkland,WA 98033,2
4,3.75,2810,2070,2,1994,North Bend,WA 98045,2
5,3,2440,1450,1,2006,Seattle,WA 98108,2
3,3.5,1690,1360,2,2008,Seattle,WA 98199,2
3,2.5,2520,2520,1.5,1988,Duvall,WA 98019,2
3,2.5,2370,2370,2,2001,Duvall,WA 98019,2
4,3.25,4160,2760,2,1973,Issaquah,WA 98027,3
4,2.25,2210,2210,2,1968,Bellevue,WA 98006,3
4,2.25,2980,2020,1.5,1935,Seattle,WA 98199,3
4,2.25,1330,1330,1.5,1962,Bellevue,WA 98005,3
3,1.75,1700,1700,1.5,1931,Renton,WA 98059,3
3,2.5,1480,1480,1,1968,Seattle,WA 98125,3
4,2.5,2700,2700,2,2007,Renton,WA 98059,3
4,2.75,2020,1420,1,1976,Redmond,WA 98052,3
4,2.5,2260,2260,2,2003,Kirkland,WA 98034,3
3,2.75,2390,1360,1,1977,Bellevue,WA 98006,3
3,2.5,1640,1640,2,1992,Redmond,WA 98053,3
4,1.75,1830,1230,2,1990,Mercer Island,WA 98040,3
4,1.75,1660,1660,1.5,1926,Seattle,WA 98115,3
4,2.25,2400,1460,1.5,1929,Seattle,WA 98117,3
4,3.75,4610,2500,1,1980,Issaquah,WA 98027,3
3,1.75,2340,1170,1,1917,Seattle,WA 98144,3
3,2.5,2680,1610,1,1979,Kirkland,WA 98034,3
3,2.5,2050,2050,2,2011,Seattle,WA 98117,4
3,1.75,1910,1080,1,1959,Seattle,WA 98103,4
4,2.75,2420,1530,1,1977,Bellevue,WA 98007,4
3,2.5,2670,2670,2,1987,Bellevue,WA 98007,4
4,2.75,3110,3110,2,1983,Woodinville,WA 98072,4
4,2.25,2070,1700,1,1967,Mercer Island,WA 98040,4
3,3.5,3590,3590,2,1999,Sammamish,WA 98074,4
4,3.5,3500,2500,2,1994,Bellevue,WA 98006,4
3,3.5,3250,2500,2,2001,Seattle,WA 98136,4
5,2.5,2920,2320,2,1906,Seattle,WA 98112,4
4,2,2660,1480,1.5,1923,Seattle,WA 98112,4
5,4.75,5180,4070,2,2001,Snoqualmie,WA 98065,4
6,4.5,3902,2782,3,1977,Seattle,WA 98116,4
4,5.25,4670,4670,2,1989,Bellevue,WA 98006,4
3,1,1840,920,1,1953,Burien,WA 98166,1
2,1,810,810,1,1948,Seattle,WA 98126,1
4,2.25,1900,1900,1,1975,Federal Way,WA 98023,1
5,2.5,2690,2690,2,2012,Seattle,WA 98178,1
2,1,780,780,1,1943,Seattle,WA 98146,1
3,2,1970,1300,1,1967,Federal Way,WA 98003,1
4,2.5,2680,2680,2,1999,Federal Way,WA 98023,1
3,1.5,1750,1150,1,1954,Fall City,WA 98024,2
3,2.5,3080,3080,2,1990,Maple Valley,WA 98038,2
3,1.75,1370,1370,1,1983,Milton,WA 98354,2
3,1.75,1020,1020,1.5,1953,Shoreline,WA 98155,2
4,1,1550,1550,1.5,1954,Seattle,WA 98126,2
3,1,1560,1560,1,1953,Normandy Park,WA 98166,2
2,1.5,1490,930,1,1956,Seattle,WA 98126,2
3,2.5,2700,1350,1,1959,Des Moines,WA 98198,2
2,2,1405,1140,2,2007,Seattle,WA 98122,2
4,2,1880,1880,2,1978,Carnation,WA 98014,2
3,1.75,1910,1340,1,1977,Woodinville,WA 98072,2
4,2.25,2070,2070,2,1977,Kirkland,WA 98034,2
