number of rooms,security level of the community,residence space,building space,noise level,waterfront,view,air quality level,aboveground space ,basement space,building year,decoration year,city,zip code,exchange rate,total cost
3,2.5,1900,3255,2,0,0,3,1900,0,1988,2000,Bellevue,WA 98007,6.169468161,550000
3,2.5,1960,12476,2,0,0,4,1960,0,1989,0,Newcastle,WA 98056,7.825108354,559999.9999
4,2.5,2300,7989,2,0,0,3,2300,0,1990,2009,Sammamish,WA 98074,6.743184702,559999.9999
3,2.25,1300,907,2,0,0,3,1000,300,2006,0,Seattle,WA 98102,7.915348655,562499.9999
4,2,1730,3884,1,0,0,5,1060,670,1924,1956,Seattle,WA 98103,7.03886025,569000
3,2.5,2060,5750,1,0,0,3,1330,730,1976,0,Seattle,WA 98116,6.053267047,577000
3,2.5,1640,1269,3,0,0,3,1640,0,2009,0,Seattle,WA 98112,7.233956338,579000
4,2.5,3220,7875,1.5,0,0,4,3220,0,1966,0,Bellevue,WA 98008,6.115478434,589999.9999
3,2.5,2260,10153,2,0,0,3,2260,0,1987,2000,Sammamish,WA 98074,6.934492995,599999.9999
6,2.75,2660,8400,1,0,0,5,1550,1110,1962,0,Bellevue,WA 98006,6.211843662,603499.9999
5,2,2130,4180,1.5,0,0,5,1270,860,1926,0,Seattle,WA 98116,7.703720974,614999.9999
4,3.5,2960,6000,2,0,0,3,2960,0,2014,0,Snoqualmie,WA 98065,7.764609176,633634
3,2.5,1500,1375,2,0,0,3,1200,300,2014,0,Seattle,WA 98119,7.777827894,649950
4,2.5,2400,7351,2,0,0,3,2400,0,1990,2009,Issaquah,WA 98029,6.795068389,650000
3,3.25,1980,2850,3,0,0,3,1980,0,1987,2000,Seattle,WA 98103,6.556324769,660000
5,3,3190,7081,1,0,2,3,1890,1300,2013,1923,Seattle,WA 98178,7.958548887,664950
3,2.5,3310,5300,2,0,2,3,2440,870,2008,0,Seattle,WA 98136,7.174583515,670000
4,2.5,2810,11120,2,0,0,3,2810,0,1982,0,Sammamish,WA 98074,6.964883717,674999.9999
4,2.5,2650,30500,1,0,0,4,1680,970,1960,2001,Issaquah,WA 98029,7.956631791,715000
4,2.5,3420,30410,2,0,0,3,3420,0,1988,2000,Woodinville,WA 98077,7.428622328,725000
4,2.25,2270,5102,1,0,0,5,1340,930,1954,0,Seattle,WA 98199,6.054552262,735000.0001
4,2.5,2300,6158,2,0,0,3,2300,0,1999,0,Seattle,WA 98115,6.857327896,774999.9999
4,3.5,3910,59863,2,0,0,4,2490,1420,1987,0,Issaquah,WA 98027,6.008487478,780000
4,3,3520,4895,1,0,0,3,1980,1540,1954,2005,Seattle,WA 98107,6.686916737,800000
3,2.25,2380,11824,1,0,0,4,1450,930,1972,0,Mercer Island,WA 98040,6.761084205,800000.0001
5,2.5,4470,35124,2.5,0,0,3,4470,0,1984,0,Woodinville,WA 98072,6.591553289,831500.0001
4,2.5,3030,29163,2,0,0,3,3030,0,1998,2006,Redmond,WA 98053,7.860006173,834999.9999
4,3.25,3440,7661,2,0,0,3,3440,0,2006,0,Issaquah,WA 98029,6.681653465,905000
5,3.5,3500,10155,2,0,0,3,2570,930,1996,0,Bellevue,WA 98006,6.094110468,905000
4,2.5,3160,13194,2,0,0,5,3160,0,1965,0,Mercer Island,WA 98040,6.528125513,950100
4,3.75,3520,3944,1.5,0,0,5,2200,1320,1913,0,Seattle,WA 98109,6.707311614,1220000
4,2.5,4570,74487,2,0,4,5,4570,0,1948,1985,Seattle,WA 98177,6.336620472,1580000
2,1,690,5280,1,0,0,4,690,0,1942,1982,Renton,WA 98056,6.135975799,139000
3,1.5,1010,9600,1,0,0,4,1010,0,1962,0,Des Moines,WA 98198,7.631085402,160000
3,1,1000,8512,1,0,0,3,1000,0,1991,0,Enumclaw,WA 98022,6.911780555,171758.3333
3,1,1050,7577,1,0,0,3,1050,0,1983,2009,Federal Way,WA 98023,6.572821525,194000
3,1,1410,8053,1,0,0,4,1410,0,1951,1999,Seattle,WA 98177,6.31250629,198995
2,1,970,5500,1,0,0,3,970,0,1956,2001,Seattle,WA 98118,7.084488467,210000
3,1.5,1330,7600,1,0,0,4,1330,0,1968,0,Federal Way,WA 98023,7.158008165,218000
3,1,880,18205,1,0,0,4,880,0,1945,0,Seattle,WA 98178,7.867252969,218000
3,1.75,1330,13102,1,0,0,3,1330,0,1968,1997,Federal Way,WA 98003,7.749233509,225000
4,1.75,1850,6000,1,0,0,4,1270,580,1944,0,Seattle,WA 98178,7.346827635,230000
4,2.75,2000,5827,2,0,0,3,2000,0,1997,0,Maple Valley,WA 98038,6.212632066,236000
3,2.25,1670,7881,1,0,0,4,1190,480,1977,0,Kent,WA 98031,6.494902806,252000
2,2,1180,9265,1,0,0,3,1180,0,1940,1996,Seattle,WA 98125,7.965599609,257499.9999
3,1,1490,7435,1,0,0,3,1120,370,1969,2010,Des Moines,WA 98198,6.564043288,258000.0001
3,1,990,9798,1,0,0,3,990,0,1968,1997,Woodinville,WA 98072,7.889189745,278900
3,2.5,1970,9607,2,0,0,3,1090,880,1988,2000,Auburn,WA 98001,6.174585148,289000
2,1,650,5400,1,0,0,3,650,0,1950,2005,Seattle,WA 98122,7.265882213,295000
3,1,2150,7007,1,0,0,3,2150,0,1954,2005,Shoreline,WA 98177,7.331025127,300000
2,1,750,5120,1,0,0,4,750,0,1941,1998,Seattle,WA 98126,6.672981233,300000
4,2,1310,8454,1,0,0,4,1310,0,1953,1983,Shoreline,WA 98155,6.251787873,304000
4,2.25,2210,9371,2,0,0,4,2210,0,1968,0,Kent,WA 98032,7.727045358,304999.9999
4,1.75,2700,27072,1,0,0,3,1380,1320,1958,2004,Federal Way,WA 98003,6.945209199,314900.0001
5,2.5,2360,11375,1,0,0,4,1180,1180,1962,0,Seattle,WA 98178,7.979919994,316999.9999
4,2.5,2510,7992,1,0,0,3,1610,900,1978,0,Kent,WA 98032,7.742558256,319000
3,1.5,1460,8710,1,0,0,3,1460,0,1955,2005,Burien,WA 98166,7.571527384,324950
3,1,850,6906,1,0,0,3,850,0,1948,1994,Shoreline,WA 98155,6.238886735,325000
3,1.75,2000,7560,1,0,0,4,1300,700,1968,0,Renton,WA 98058,7.810792736,325187.5
2,1,900,5220,1,0,0,4,900,0,1956,0,Seattle,WA 98146,6.476252741,329950
3,1,1480,7284,1,0,0,3,970,510,1963,2008,Shoreline,WA 98133,7.201246249,336500
4,2,2470,5080,1.5,0,0,3,1970,500,1948,1988,Seattle,WA 98106,7.318882361,339000
3,1,1100,4128,1,0,0,4,720,380,1942,1982,Seattle,WA 98126,7.869444003,339000
2,1.75,1210,7507,1,0,0,3,1210,0,1982,0,Kirkland,WA 98034,6.808361601,342500
4,1.75,1760,6204,1,0,2,4,1180,580,1950,1983,Seattle,WA 98178,6.859355514,343500
3,1.5,1360,10726,1,0,0,4,1360,0,1966,0,Renton,WA 98059,7.725073791,348500
4,2.5,2090,5289,2,0,0,3,2090,0,1989,0,Renton,WA 98058,7.111349652,349950
4,3,2560,5606,2,0,0,3,2560,0,2004,2003,Auburn,WA 98092,6.174353728,350000
2,1,740,7680,1,0,0,4,740,0,1922,0,Seattle,WA 98126,7.582656119,350000
2,2.25,930,747,2,0,0,3,630,300,2007,0,Seattle,WA 98144,7.438274405,355000
3,1.75,1500,7200,1,0,0,3,1500,0,1957,2000,Shoreline,WA 98133,7.73801482,360000
4,1.75,1450,8450,1,0,0,3,1450,0,1960,2012,Issaquah,WA 98027,6.276582633,362500
2,1.75,1240,3000,1.5,0,0,3,1240,0,1906,2014,Seattle,WA 98105,7.587388495,362750
3,1.75,1840,11440,1,0,0,4,1340,500,1977,0,Renton,WA 98059,7.07113236,366000
3,1,1660,11783,1,0,0,4,1160,500,1978,2000,Woodinville,WA 98077,7.877416412,367500
3,2.5,1740,30886,2,0,0,3,1740,0,1992,0,North Bend,WA 98045,6.113711693,379000.0001
3,2.25,1860,15559,2,0,0,4,1860,0,1963,0,Enumclaw,WA 98022,7.363002335,379999.9999
4,1.75,1250,7400,1,0,0,5,1250,0,1959,0,Bellevue,WA 98008,7.915761149,391400
3,2.5,1600,1936,2,0,0,3,1600,0,2007,0,Seattle,WA 98108,7.978353221,395000
4,1.75,1540,5120,1,0,0,5,770,770,1943,0,Seattle,WA 98126,7.111027617,395000
3,2.5,2590,18980,1,0,0,4,2590,0,1976,1992,Kent,WA 98042,7.324070748,396500
3,2.5,2970,23100,1,0,0,3,1510,1460,1967,2011,Woodinville,WA 98072,6.268874629,400000.0001
3,2,1230,11413,1,0,0,3,990,240,1984,0,Sammamish,WA 98074,7.052519972,399999.9999
3,2.5,3170,12750,2,0,0,3,2360,810,1995,0,Federal Way,WA 98023,7.075469955,405000.0001
3,2.5,2280,6031,2,0,0,3,2280,0,2011,0,Duvall,WA 98019,6.897130557,415000
3,1.75,1070,8000,1,0,0,3,1070,0,1977,2004,Redmond,WA 98052,7.954310467,415000.0001
3,2.5,2140,3821,2,0,0,3,2140,0,2005,0,Issaquah,WA 98029,7.853265169,420000
3,2.5,1930,4500,2,0,0,3,1930,0,1990,2009,Issaquah,WA 98029,6.384847802,424999.9999
4,1.5,1600,6180,1.5,0,0,3,1600,0,1946,0,Seattle,WA 98118,6.652446806,425000.0001
4,2.5,1890,8505,1,0,0,3,1290,600,1980,0,Redmond,WA 98052,6.06942412,437000
3,1.75,1520,6380,1,0,0,3,790,730,1948,1994,Seattle,WA 98115,6.02934105,438000
3,1.75,2000,9900,1,0,2,4,1480,520,1957,2001,Normandy Park,WA 98166,6.808533561,439999.9999
4,2.5,2950,4502,2,0,0,3,2950,0,2005,0,Renton,WA 98059,6.445319925,454999.9999
3,2.25,1430,2003,2,0,0,3,980,450,1996,0,Seattle,WA 98144,7.480555298,457500.0001
3,1.75,1150,10466,1,0,0,5,1150,0,1959,0,Bellevue,WA 98006,7.574800485,464500
3,2.5,1500,5412,1,0,0,5,900,600,1920,0,Seattle,WA 98136,7.030807521,485000
3,2,1300,14350,1,0,0,3,1300,0,1955,2013,Bellevue,WA 98006,7.03095623,502000
3,2.25,1420,1309,3,0,0,3,1420,0,2006,0,Seattle,WA 98103,7.195522079,510000
3,1.75,2300,35722,1,0,0,3,2300,0,1984,0,Woodinville,WA 98072,7.687948384,520000
2,1.5,1580,3680,1,0,2,3,1280,300,1941,1994,Seattle,WA 98126,7.174906044,530000
3,2.5,2070,4132,2,0,0,3,2070,0,1999,0,Sammamish,WA 98074,6.372247123,535000
5,2.75,3831,13800,2,1,4,3,3831,0,1959,1980,Mercer Island,WA 98040,6.126122931,542500
2,1,2034,13392,1,1,4,5,1159,875,1947,0,Vashon,WA 98070,6.563401205,549000
4,2.5,4620,20793,2,0,0,4,4620,0,1991,0,Federal Way,WA 98023,7.220349388,575000
3,2.25,2400,5000,1.5,0,0,4,1440,960,1926,1993,Seattle,WA 98117,7.289063848,575000
3,2.5,2270,100545,2,0,0,3,2270,0,1998,2006,Vashon,WA 98070,7.375960281,585000
4,2.5,3190,8195,2,0,0,3,3190,0,2006,0,Maple Valley,WA 98038,7.87213498,589950.0001
5,2.75,2730,22572,1,0,0,3,2080,650,1968,1992,Sammamish,WA 98075,6.640187215,599000.0001
4,3.25,4690,14930,2,0,2,3,3680,1010,1995,0,Lake Forest Park,WA 98155,6.54750256,600000.0001
4,1.75,1740,7700,1,0,0,5,1740,0,1968,0,Bellevue,WA 98008,6.682310244,599999.9999
3,1.75,1720,4080,1,0,0,4,960,760,1924,0,Seattle,WA 98144,6.596826373,615000
4,2.5,2450,55387,2,0,0,3,2450,0,1994,0,Redmond,WA 98053,6.227004093,620000.0001
3,2.5,2410,64073,1,0,0,4,1820,590,1976,1992,Woodinville,WA 98072,6.382776445,624999.9998
4,2.5,2050,2772,2,0,0,3,2050,0,2012,1912,Issaquah,WA 98029,7.171554538,639887.9999
4,2.5,2341,9594,2,0,0,3,2341,0,1997,0,Redmond,WA 98052,7.152844676,640000
2,2.25,2550,6000,2,0,0,5,1860,690,1902,0,Seattle,WA 98115,6.606723933,660000
6,2.75,2840,8346,1,0,0,5,1420,1420,1961,0,Seattle,WA 98118,6.924918067,664999.9999
4,2.25,2420,10200,2,0,0,4,2420,0,1973,0,Mercer Island,WA 98040,7.899693158,672500.0001
3,3.5,2300,5611,1,0,0,3,2300,0,2004,2003,Redmond,WA 98053,7.440673852,675000
3,1.5,1820,5756,1.5,0,0,3,1640,180,1946,0,Seattle,WA 98119,6.602179129,683500.0001
4,1.75,2330,5000,1.5,0,0,4,1510,820,1929,0,Seattle,WA 98117,7.73839998,687500
3,1.75,2200,9840,1,0,0,5,1500,700,1978,0,Bellevue,WA 98006,7.034050637,689000.0001
4,2.5,2650,18295,2,0,0,3,2650,0,1986,0,Bellevue,WA 98005,6.027211443,725000
4,2.5,2440,4850,2,0,0,3,2440,0,2013,1923,Redmond,WA 98052,6.348823064,745641
4,3.25,3090,9571,2,0,0,3,2370,720,2004,2003,Redmond,WA 98052,7.18190354,751000
4,2.75,2610,8760,1,0,0,4,1760,850,1978,2000,Mercer Island,WA 98040,7.499068212,762499.9999
4,3.5,3190,31450,2,0,0,3,3190,0,2010,0,Issaquah,WA 98027,6.990141815,790000.0001
3,3.5,2130,6150,2,0,2,5,1530,600,1908,0,Seattle,WA 98199,7.441457887,819000
3,2.5,3200,203425,1,0,0,3,3200,0,2000,0,Woodinville,WA 98077,6.904669821,839000.0002
3,2,2540,4750,1.5,0,0,5,1840,700,1930,0,Seattle,WA 98117,7.872825509,845000
4,3.5,3920,37122,2,0,0,3,3920,0,1996,0,Redmond,WA 98053,6.435177627,850000
4,3,3330,4000,1,0,0,3,1790,1540,1958,2004,Seattle,WA 98103,6.762794577,849999.9999
4,2.25,3550,13900,1,0,0,3,1830,1720,2010,0,Bellevue,WA 98006,6.466900081,858999.9999
4,2.5,3220,22588,2,0,0,3,3220,0,1996,0,Woodinville,WA 98077,7.829220977,875000.0001
4,2.5,3030,3841,3,0,0,3,3030,0,2005,0,Seattle,WA 98117,7.404232401,880000.0001
4,3,3580,35261,1.5,0,0,3,3580,0,1985,0,Woodinville,WA 98072,7.372619675,925000
3,2.25,3060,9950,1.5,0,2,4,1810,1250,1930,0,Seattle,WA 98144,7.970489664,970000.0001
4,3.75,3820,53574,1,0,0,3,3820,0,1994,0,Woodinville,WA 98072,6.022939574,1215000
4,2.5,3220,15600,1,0,0,5,1680,1540,1973,0,Bellevue,WA 98006,7.572847105,1250000
0,0,4810,28008,2,0,0,3,4810,0,1990,2009,Redmond,WA 98053,6.840079568,1295648
5,4.75,6390,13180,2,0,0,3,4560,1830,1940,1996,Seattle,WA 98112,7.299544197,2466350
2,1,890,8100,1,0,0,3,890,0,1942,1999,Burien,WA 98146,6.157904115,150000.0001
3,1,1090,3264,1,0,0,4,1090,0,1969,0,Auburn,WA 98092,7.388034278,152000
1,0.75,930,29258,1,0,0,3,930,0,1941,1994,Seattle,WA 98178,7.06052615,190000
2,1,1120,5650,1,0,0,3,1120,0,1944,0,Seattle,WA 98178,6.203463138,190368.75
3,1,1320,9000,1,0,0,3,1320,0,1966,1963,Auburn,WA 98001,6.264969767,196500
3,2,1190,6833,1,0,0,3,1190,0,1995,0,Auburn,WA 98092,6.621242143,200000
3,1,1150,4800,1.5,0,0,4,1150,0,1938,0,Auburn,WA 98002,7.750900439,200000
3,1,1050,8498,1,0,0,3,1050,0,1958,2004,Kent,WA 98031,7.854392138,205000
3,1,1230,8750,1,0,0,3,1230,0,1965,1993,Federal Way,WA 98003,6.990493487,205000.0001
3,2.75,2210,4000,2,0,0,3,2210,0,2008,0,Redmond,WA 98053,7.865625826,215999.9999
3,1,1250,6180,1.5,0,0,3,1250,0,1955,2005,Shoreline,WA 98155,6.49039785,233000
4,2,1570,9415,2,0,0,4,1570,0,1984,0,Auburn,WA 98092,7.986212682,235000
3,2.25,1481,2820,2,0,0,3,1481,0,2012,1912,Auburn,WA 98002,6.178083671,240000
3,2,1410,5760,1,0,0,3,1410,0,1985,0,Kent,WA 98030,6.224279575,245000
3,2.25,1640,8400,1,0,0,3,1180,460,1968,1997,Kent,WA 98032,7.414862386,245700.0001
3,2.5,1620,7686,2,0,0,3,1620,0,1989,0,Maple Valley,WA 98038,7.216973512,246500
4,2.25,1830,6136,2,0,0,3,1830,0,1990,2009,Kent,WA 98030,6.62367515,248999.9999
3,2.5,1720,3676,2,0,0,3,1720,0,1992,0,Kent,WA 98031,7.199972495,255950
5,2.5,2025,7760,2,0,0,3,2025,0,2007,0,Pacific,WA 98047,6.045979134,260000
3,1.5,1580,8184,1,0,0,3,1140,440,1954,2005,Des Moines,WA 98148,7.424695585,260000
3,1.5,1150,8450,1,0,0,4,1150,0,1951,1999,Seattle,WA 98178,7.60863106,265950
2,1,2060,8398,1,0,0,3,1260,800,1962,2003,Seattle,WA 98168,7.651602134,270000
3,2.5,1670,8364,1,0,0,4,1300,370,1990,0,Covington,WA 98042,7.238784105,270000
2,1,770,4840,1,0,0,4,770,0,1927,0,Seattle,WA 98126,6.477761702,275000
4,2.25,2460,11250,1,0,0,4,2460,0,1959,0,Auburn,WA 98002,7.678219018,276000
3,1,1270,7566,1,0,0,4,1270,0,1958,1972,Renton,WA 98056,7.354308145,276900
7,2.5,1940,5458,2,0,0,3,1940,0,1994,0,Auburn,WA 98092,6.030498709,280000
3,1.75,1230,8250,1,0,0,3,1230,0,1966,1963,Renton,WA 98058,6.692642426,280000
3,1,890,8400,1,0,0,4,890,0,1954,1979,Renton,WA 98056,7.613697186,283000
3,2,1460,6377,1,0,0,3,1460,0,1995,0,Maple Valley,WA 98038,7.025281015,285000
2,1,780,3475,1,0,0,4,780,0,1930,0,North Bend,WA 98045,7.372000235,286000
3,1,1110,8593,1,0,0,3,1110,0,1979,2014,Shoreline,WA 98155,7.866509653,299900
3,2.5,1870,7942,2,0,0,3,1870,0,1990,2009,Auburn,WA 98001,7.146272991,299950.0001
3,1.75,1790,7650,1,0,3,3,1790,0,1978,0,Federal Way,WA 98023,7.022399307,299950.0001
6,2,1900,8240,1,0,0,2,1200,700,1964,0,Seattle,WA 98125,6.592447807,305000
3,1,1640,18144,1.5,0,0,3,1640,0,1942,1999,Seattle,WA 98168,6.34399635,307999.9999
3,2.5,1860,3730,2,0,0,3,1860,0,2012,1912,Duvall,WA 98019,6.700525553,309620
2,1,870,5400,1,0,0,3,870,0,1950,2007,Seattle,WA 98126,7.388365406,310000
4,2,1780,5336,1.5,0,0,5,930,850,1918,0,Seattle,WA 98178,7.734802622,314999.9999
4,2.5,2000,10051,2,0,0,3,2000,0,1997,0,Maple Valley,WA 98038,7.457499074,319999.9999
3,2.5,1730,3600,2,0,0,3,1730,0,2014,0,Seattle,WA 98146,7.233628906,328423
2,1.75,1610,6300,1,0,0,3,1010,600,1941,1994,Seattle,WA 98108,7.270919708,346500
3,1,1150,11802,1,0,0,4,1150,0,1932,1958,Seattle,WA 98106,7.141660961,346500
3,1,1010,8184,1,0,0,4,1010,0,1947,1988,Shoreline,WA 98155,6.065427691,349000
4,1,1530,8890,1,0,0,3,980,550,1925,2002,Seattle,WA 98106,7.00702425,352000
4,2,2020,48693,1.5,0,0,3,2020,0,1949,1998,North Bend,WA 98045,6.75491022,356000
3,2.5,1150,887,3,0,0,3,1150,0,2007,0,Seattle,WA 98133,6.990894017,360500
3,2.5,1800,2790,2,0,0,3,1800,0,2011,0,Seattle,WA 98126,6.179456426,364000
3,2,1410,9600,1,0,0,4,1410,0,1983,0,Woodinville,WA 98072,7.673559093,365500
3,2.25,1400,11400,2,0,0,3,1400,0,1984,0,Kenmore,WA 98028,6.037882621,374499.9999
5,3.25,3370,7947,2,0,0,3,3370,0,2001,0,Kirkland,WA 98033,6.063363767,374999.9999
3,1.75,1500,13430,1,0,0,3,1500,0,1977,2004,Woodinville,WA 98072,6.790496083,383000
4,2.25,2050,9583,2,0,2,3,1770,280,1965,1993,Des Moines,WA 98198,7.436771241,385999.9999
4,2.5,2340,8548,2,0,0,3,2340,0,1993,0,Kent,WA 98031,7.078160012,390000
2,2.25,1350,1493,2,0,0,3,1050,300,2007,0,Seattle,WA 98136,6.561619231,395000
3,2.5,2180,7508,1,0,0,4,1420,760,1962,0,Shoreline,WA 98133,6.567395265,400000
4,2.25,2000,3672,2,0,0,5,1650,350,1926,0,Seattle,WA 98117,7.766154482,402000
2,2.5,1590,1845,2,0,0,3,1590,0,1997,0,Kirkland,WA 98033,6.241439181,409900
3,1.5,1250,7700,1,0,0,5,1250,0,1968,0,Newcastle,WA 98056,7.403206123,410000
4,2.25,2100,9984,1,0,0,4,1290,810,1973,0,Kenmore,WA 98028,6.616669581,418799.9999
3,2.5,2320,2267,3,0,0,3,2320,0,2009,0,Seattle,WA 98177,6.157981898,425000
2,1,1060,3036,1.5,0,0,4,1060,0,1943,0,Seattle,WA 98105,7.707010374,435000
3,1.75,2030,17100,1,0,0,4,2030,0,1953,1983,Burien,WA 98166,6.44901459,439999.9999
3,1.5,2330,11740,1,0,0,3,1330,1000,1954,2005,Lake Forest Park,WA 98155,6.130250767,449999.9999
4,2.75,2310,5650,1,0,2,3,1330,980,1952,2012,Seattle,WA 98118,6.537201353,449999.9999
2,1,1380,4390,1,0,0,4,880,500,1931,0,Seattle,WA 98115,7.835124206,450000
3,1,1970,22144,1,0,0,4,1970,0,1970,0,Snoqualmie,WA 98065,7.391045788,454000
3,2.5,2420,7307,2,0,0,3,2420,0,1998,2006,Snoqualmie,WA 98065,7.150781785,481999.9999
3,1.75,1640,10695,1,0,2,3,1640,0,1975,0,Kirkland,WA 98034,6.971791872,505000
3,2.5,1860,8060,2,0,0,4,1860,0,1987,0,Issaquah,WA 98029,6.521566815,505000
4,2.5,1950,2617,1.5,0,0,4,1250,700,1910,0,Seattle,WA 98107,7.112192233,518999.9999
5,2.25,2140,7910,1,0,0,3,1070,1070,1962,2003,Bellevue,WA 98007,6.008526927,530000
4,2.75,3110,49765,1,0,0,4,3110,0,1958,1972,Black Diamond,WA 98010,6.529103909,531500
4,2.5,2030,3974,2,0,0,3,2030,0,1994,0,Issaquah,WA 98029,7.469789694,544000
3,1.75,1900,11165,1,0,0,4,1900,0,1959,0,Bellevue,WA 98008,6.071962079,557500
2,0.75,1440,3700,1,0,0,3,1200,240,1914,1996,Seattle,WA 98107,7.49091009,562100
3,2.5,1400,1312,3.5,0,0,3,1400,0,2007,0,Seattle,WA 98103,6.885263873,563499.9999
2,1.75,1670,4008,1,0,0,3,1670,0,2005,0,Issaquah,WA 98029,7.629489947,565000
3,2.5,2380,6832,2,0,0,3,2380,0,2002,0,Snoqualmie,WA 98065,7.931383576,573999.9999
3,2.25,1700,3333,1.5,0,0,3,1100,600,1924,2011,Seattle,WA 98117,6.908560106,575000
4,2.5,2070,5415,2,0,0,3,2070,0,1996,0,Issaquah,WA 98029,6.477376322,578000
3,2.5,1790,8144,2,0,0,3,1790,0,1989,0,Sammamish,WA 98074,7.893651841,583000
4,2.75,2890,6825,1,0,0,3,1560,1330,1973,2013,Kirkland,WA 98034,6.232835293,585000
5,3,2790,19439,1,0,3,5,1500,1290,1973,0,Renton,WA 98058,7.706675311,589950
4,2.75,2720,4613,2,0,0,3,2720,0,2005,0,Kenmore,WA 98028,6.850098638,594000
3,1.75,1870,9000,1,0,0,5,1870,0,1958,0,Seattle,WA 98177,7.016651243,595888
4,4,3570,8250,2,0,0,3,2860,710,2013,1923,Mercer Island,WA 98040,7.648387662,597326.0001
3,2.25,2680,9162,1,0,0,3,1570,1110,1978,0,Issaquah,WA 98027,6.589634466,599990
4,2.5,2690,4736,2,0,0,3,2690,0,2001,0,Redmond,WA 98053,7.048513557,607999.9999
5,2.5,2700,21208,1,0,0,4,1950,750,1955,2009,Bellevue,WA 98005,7.732156473,625000
3,1.75,1620,6000,1,0,0,5,1040,580,1947,0,Seattle,WA 98103,7.648697233,640000
3,2.75,1850,16960,1,0,2,4,1850,0,1953,1983,Seattle,WA 98177,6.529077602,644999.9999
4,2.75,1910,16532,1,0,0,4,1420,490,1940,2001,Seattle,WA 98117,7.600710464,650000.0001
4,2.5,2180,3375,1.5,0,0,4,1420,760,1926,1993,Seattle,WA 98117,7.44943527,657000.0001
4,1.5,1880,6200,1,0,2,5,1440,440,1954,0,Seattle,WA 98146,7.038162633,680000.0001
5,2,2000,4211,1.5,0,2,4,1280,720,1908,0,Seattle,WA 98112,6.399512394,690500
4,2.5,2770,5686,2,0,0,3,2770,0,2004,2003,Sammamish,WA 98075,6.548548223,699999.9999
3,2.5,2610,7510,2,0,0,3,2610,0,1996,0,Redmond,WA 98052,7.618843548,724999.9999
4,2.5,2490,5170,2,0,0,4,2490,0,2000,0,Redmond,WA 98052,7.585225734,725000.0001
5,2.5,2980,5377,2,0,0,3,2980,0,2006,0,Redmond,WA 98052,7.262414204,739900
4,2.5,3000,10392,2,0,0,3,3000,0,1995,0,Issaquah,WA 98027,6.404567924,739999.9999
5,2.5,2700,16570,1,0,0,4,1750,950,1967,0,Bellevue,WA 98005,6.337293123,744499.9999
4,2.5,2760,6000,2,0,0,5,2230,530,1942,0,Seattle,WA 98115,6.489890841,759999.9999
4,3.5,4000,15253,2,0,0,3,4000,0,2007,0,Snoqualmie,WA 98065,6.91640638,762000
4,2.5,3920,12415,2,0,0,3,3920,0,1997,0,Sammamish,WA 98075,6.04132126,770000.0001
4,2.5,3070,8086,2,0,0,3,3070,0,2005,0,Newcastle,WA 98059,7.727549952,804099.9998
5,3.25,4500,9648,2,0,4,4,3000,1500,1968,0,Seattle,WA 98125,6.895604241,860000
4,2.75,2840,4000,1.5,0,0,5,1960,880,1912,0,Seattle,WA 98144,6.29224238,869999.9999
4,1,2550,4000,2,0,0,3,2370,180,1905,2010,Seattle,WA 98109,6.961864771,890000
5,3.5,3100,10200,1,0,4,3,1660,1440,1970,2014,Bellevue,WA 98008,7.236297543,904999.9998
5,2.25,2370,15512,2,0,0,4,2370,0,1981,0,Bellevue,WA 98006,7.125082704,913888
5,3.25,3160,5000,2,0,2,3,2180,980,2005,0,Seattle,WA 98199,7.350630867,957000
5,3,2620,5477,2,0,0,3,2620,0,2009,0,Seattle,WA 98115,6.417489154,975000
3,4.5,4380,47044,2,1,3,3,3720,660,1968,1990,Burien,WA 98166,6.51837849,994999.9999
4,2.25,3310,127631,2,0,0,5,3310,0,1924,1956,Woodinville,WA 98072,7.83745486,1140000
4,1.75,3990,13470,2,0,0,3,3990,0,2006,0,Newcastle,WA 98059,7.639319404,1200000
4,3.5,3770,37034,2,0,0,3,2830,940,1989,0,Bellevue,WA 98007,7.740477185,1229000
4,3.5,4660,17398,2,0,2,3,4660,0,2003,0,Bellevue,WA 98006,6.053184739,1280000
5,3.5,5850,22885,2,0,2,4,4670,1180,1978,2000,Bellevue,WA 98004,6.290399279,1700000
3,1,1310,9612,1,0,0,3,960,350,1962,2003,Auburn,WA 98001,6.929599755,150000
3,1.5,1220,6000,1,0,0,3,1220,0,1968,1997,Renton,WA 98057,6.255145796,177500
3,1.75,1260,9346,1,0,0,4,1260,0,1963,0,Kent,WA 98030,7.557805629,200500
2,1,920,7569,1,0,0,4,920,0,1950,1983,Burien,WA 98168,6.912354079,202000
2,1,720,8040,1,0,0,3,720,0,1943,2002,Burien,WA 98166,6.226884039,210000
3,1.5,1090,8160,1,0,0,3,1090,0,1967,2014,Renton,WA 98058,6.91862752,214750.0001
2,1.75,1390,4482,1,0,0,4,1390,0,1980,0,Des Moines,WA 98198,7.165429658,216500
3,1,1090,6710,1.5,0,0,5,1090,0,1912,0,Auburn,WA 98002,6.213082913,219500
3,1.5,1660,15600,2,0,0,3,1660,0,1981,2013,Auburn,WA 98001,6.751870936,220000.0001
4,1.5,1600,9289,1,0,0,4,1600,0,1959,0,Auburn,WA 98002,7.046616499,224000
