number of rooms,security level of the community,residence space,noise level,view,aboveground space ,basement space,building year,total cost
3,1.0,1210,1.0,0,1210,0,1955,299950.0
3,2.5,2260,2.0,0,2260,0,1994,309487.5
3,2.0,1060,1.0,0,1060,0,1981,315000.0
4,2.5,2280,2.0,0,2280,0,1994,322000.0001
3,1.75,2180,1.0,0,1090,1090,1961,325000.0
3,2.25,1490,2.0,0,1490,0,2009,326983.3333
2,2.5,1240,2.0,0,1240,0,2007,330000.0
3,2.5,2200,2.0,0,2200,0,1990,349900.0
3,2.0,1550,1.0,0,1150,400,1959,369000.0
3,1.0,1200,1.0,0,1200,0,1971,374000.0
3,2.5,1860,2.0,0,1860,0,2000,384949.9999
3,1.0,1220,1.0,0,1220,0,1901,385000.0
4,2.5,2910,2.0,0,2910,0,2002,395000.0
2,1.75,1340,1.0,0,1340,0,2004,415000.0
3,1.75,1510,1.0,0,1240,270,1989,425000.0001
3,1.75,1680,1.0,2,840,840,1900,425000.0
3,2.25,1820,1.0,0,1260,560,1974,425000.0
5,2.75,2220,1.0,0,1230,990,1973,427000.0001
5,2.5,3090,1.0,0,2990,100,1957,458000.0
3,1.75,2580,1.0,0,1290,1290,1951,459900.0
4,2.25,1820,1.0,0,1340,480,1977,465000.0001
3,1.75,1920,1.0,2,960,960,1947,490000.0
4,2.75,2620,2.0,0,2620,0,2013,499431.0
3,2.5,1950,2.0,0,1950,0,1988,530000.0
4,2.5,2720,2.0,0,2720,0,2012,545000.0
3,1.5,2000,1.0,0,2000,0,1953,560000.0
4,2.0,2340,1.0,0,1170,1170,1966,567999.9999
4,3.25,4240,2.0,3,3550,690,1989,624999.9999
3,2.5,2670,1.0,0,2670,0,1987,642000.0
4,2.5,2560,2.0,0,2560,0,1992,642000.0
2,1.0,1890,1.5,0,1890,0,1909,645500.0
2,2.5,1740,2.0,2,1210,530,1994,650000.0
4,2.25,2060,1.0,0,1440,620,1983,655000.0
4,2.5,3190,1.0,0,2210,980,1946,659000.0001
4,2.5,2310,1.5,0,1490,820,1927,700000.0
4,1.75,3420,1.0,3,1770,1650,1947,714999.9999
4,3.0,2840,1.5,0,2060,780,1931,735000.0
5,3.75,3990,2.0,0,3090,900,1937,740000.0
4,2.75,2600,1.0,0,1560,1040,1976,750000.0001
4,2.5,2310,2.0,0,2310,0,2013,790000.0
3,2.5,2780,2.0,0,2780,0,2009,825500.0
7,4.5,4290,1.5,0,4290,0,1982,840000.0002
3,2.25,3060,2.0,0,3060,0,1983,860000.0001
4,3.5,3760,2.0,0,2860,900,2014,919204.0
4,1.75,2500,1.0,0,1500,1000,1970,949999.9997
4,2.5,3150,2.0,0,3150,0,1966,1256500.0
6,2.75,5700,1.0,4,2850,2850,1977,1385000.0
3,2.5,1960,2.0,0,1960,0,2004,289950.0001
5,2.75,2080,2.0,0,2080,0,1987,538888.0001
4,2.5,2550,2.0,0,2550,0,1992,587000.0
3,2.25,1760,3.0,0,1760,0,2014,615000.0
3,2.25,2675,2.0,0,2675,0,1984,660000.0
3,2.5,2460,2.0,0,2460,0,1996,692999.9999
3,1.75,1790,1.0,0,1040,750,1960,243000.0
1,1.0,750,1.0,0,750,0,1918,250000.0
3,1.75,1620,1.0,0,1090,530,1974,459000.0
4,1.75,2780,2.0,0,2780,0,1978,659999.9999
4,3.5,3480,2.0,0,2580,900,1926,1505000.0
3,1.0,1010,1.0,0,1010,0,1969,199950.0
4,2.0,1850,1.0,0,1540,310,1978,250000.0
4,2.5,1920,2.0,0,1920,0,1998,270000.0
3,1.0,1450,1.0,0,1050,400,1958,274950.0
3,2.0,1380,1.0,0,1380,0,2008,275000.0
2,2.5,1380,2.0,0,1140,240,2011,285000.0
3,2.5,2080,2.0,0,2080,0,2002,290000.0
3,2.5,1950,2.0,0,1950,0,2010,298000.0
4,2.5,2070,2.0,0,2070,0,2003,300000.0001
3,1.0,950,1.0,0,950,0,1950,305000.0
2,1.5,1140,2.0,0,1140,0,1988,305000.0
3,1.0,960,1.0,0,960,0,1952,315000.0
3,2.25,2130,1.0,0,1570,560,1987,316000.0
5,2.5,3020,1.0,0,1510,1510,1978,319999.9999
3,1.5,1320,1.0,0,1320,0,1970,327000.0
2,2.5,1175,2.0,0,740,435,2005,342000.0
3,1.75,1990,1.0,1,1320,670,1963,345000.0
3,2.5,2680,2.0,0,2680,0,1990,350000.0
3,1.75,1510,1.0,0,1510,0,1967,366000.0
2,1.0,1210,1.0,0,1060,150,1950,380000.0
3,2.25,1410,2.0,0,1290,120,2004,391000.0
3,2.5,1495,3.0,0,1405,90,2006,400000.0
3,1.5,2030,1.0,0,1330,700,1963,404000.0
2,1.75,1710,2.0,0,1330,380,1920,404999.9999
4,1.75,1790,1.0,0,1490,300,1969,410000.0
4,2.75,2150,1.0,0,1240,910,1976,411000.0
3,2.5,2240,2.0,0,2240,0,2002,432500.0
3,1.5,1120,1.0,0,1120,0,1956,439800.0
2,2.0,1410,1.5,0,1410,0,1909,439900.0001
4,2.75,2340,1.0,0,1720,620,1967,439999.9999
2,1.0,1170,1.0,0,970,200,1941,455000.0
3,1.75,1890,1.0,0,1290,600,1965,465500.0
3,1.0,950,1.5,0,950,0,1948,469000.0
3,2.0,1750,1.0,0,1490,260,1982,472500.0
3,1.75,2770,1.0,0,1580,1190,1978,491999.9999
3,2.0,1720,1.0,2,960,760,1941,500000.0
4,2.5,2910,2.0,2,2910,0,2006,525000.0
3,2.5,1690,2.0,0,1690,0,1984,535000.0
4,1.75,1720,1.5,0,1460,260,1925,540000.0
5,2.75,2910,1.0,0,1590,1320,1977,542804.7501
3,1.5,1790,1.5,1,1790,0,1910,544000.0
3,2.0,1810,1.5,0,1810,0,1925,550000.0
3,2.75,2930,1.0,0,1860,1070,2004,559900.0001
3,2.75,2180,1.0,0,1310,870,1981,568500.0
4,2.5,2220,2.0,0,2220,0,1988,580000.0001
5,2.5,3990,1.0,0,1990,2000,1962,610000.0
4,2.5,2150,2.0,0,2150,0,1985,615000.0
3,2.0,1760,1.0,0,960,800,1920,629000.0
3,2.5,1960,1.0,0,980,980,1940,635000.0
4,2.5,2430,1.0,0,1670,760,1963,645000.0001
3,2.5,2290,2.0,0,2290,0,2006,653000.0
4,2.25,1990,1.5,2,1420,570,1932,661000.0
4,2.5,2720,2.0,0,2720,0,1987,664999.9999
4,2.5,2710,2.0,0,2710,0,1999,668500.0
3,2.25,2610,2.0,0,2610,0,1988,675000.0
3,2.5,1840,1.0,0,920,920,1926,678333.3332
3,1.5,1840,2.0,0,1840,0,1961,686000.0
4,2.75,3270,2.0,0,3270,0,2014,723243.75
4,2.5,3190,2.0,2,3190,0,2001,725995.0
4,2.0,2360,1.0,0,1260,1100,1939,730000.0
3,3.0,3740,2.0,2,3740,0,1991,789000.0001
2,2.5,2210,1.0,0,2210,0,2003,802000.0
3,1.75,2160,1.0,0,1390,770,1960,820000.0
4,3.0,4500,2.0,2,3040,1460,1980,870000.0001
3,2.25,3020,2.0,0,2720,300,1969,955000.0
3,2.5,2730,2.0,0,2730,0,1998,1000000.0
5,3.25,3160,2.0,0,3160,0,1972,1250000.0
3,1.0,1200,1.0,0,1200,0,1969,108333.3334
3,1.0,1040,2.0,0,1040,0,1942,148612.5001
2,2.5,1240,2.0,0,1240,0,1986,174500.0
3,1.5,1180,1.0,0,1180,0,1960,193000.0
3,1.0,1060,1.0,0,1060,0,1962,206000.0
3,1.0,1110,1.0,0,1110,0,1962,210000.0
3,2.0,1200,1.0,0,1200,0,1995,222400.0
3,1.0,1030,1.0,0,1030,0,1961,223000.0
3,2.0,1440,1.0,0,720,720,1942,230000.0
2,1.0,940,1.0,0,940,0,1952,234000.0
3,1.0,1250,1.0,0,1250,0,1959,235000.0
3,2.0,1530,1.0,0,1530,0,1970,235000.0
2,1.0,720,1.0,0,720,0,1947,235000.0
3,1.75,1340,1.0,0,1340,0,1968,239000.0
3,2.25,1765,2.0,0,1765,0,1996,250000.0001
2,1.75,1220,1.0,0,860,360,1921,253000.0
3,1.75,1970,1.0,0,1970,0,1966,268000.0
3,1.75,1590,1.5,0,1590,0,1926,269187.4999
3,2.0,1410,1.0,0,1410,0,1983,272500.0
2,1.5,1480,1.0,0,1480,0,1940,280000.0
2,1.0,1170,1.0,0,1170,0,1963,295000.0
5,2.75,2481,2.0,0,2481,0,2014,309000.0001
4,2.5,1830,2.0,0,1830,0,2003,312000.0
3,2.25,1540,1.0,0,770,770,1954,312000.0
3,2.0,1880,1.0,0,940,940,1952,319999.9999
3,3.25,1530,2.0,0,1140,390,2013,320000.0
3,1.75,2250,1.0,0,2250,0,1980,325000.0
3,2.5,1950,2.0,0,1950,0,1990,328500.0
5,2.75,2670,2.0,0,2670,0,2014,341166.6668
4,2.5,2240,2.0,0,2240,0,2014,363990.0
6,1.5,2550,1.0,0,1750,800,1958,375900.0001
3,2.0,1080,1.0,0,1080,0,1947,390000.0
3,1.5,1200,1.0,0,1200,0,1962,399999.9999
3,2.25,1450,2.0,0,1450,0,2009,400000.0
3,3.25,2780,2.0,0,2780,0,2009,402500.0001
2,1.75,1370,1.0,0,1370,0,1944,409950.0
3,1.75,1660,1.0,0,1380,280,1981,420000.0001
3,2.25,1870,1.0,0,1440,430,1978,425000.0
3,2.25,1660,1.0,0,1110,550,1979,425000.0
2,2.5,1140,3.0,0,1140,0,2007,425000.0
3,3.0,2340,2.0,0,2340,0,2013,427874.0
4,2.25,1790,1.0,0,1110,680,1973,430000.0001
3,2.0,1360,1.5,0,910,450,1924,430000.0
3,2.5,1970,2.0,0,1970,0,2003,432000.0001
3,1.75,2220,1.0,0,1110,1110,1988,435000.0004
3,2.25,1680,2.0,0,1680,0,1989,440000.0
2,1.0,1230,1.0,0,1130,100,1906,440000.0001
5,2.75,2040,1.0,0,1200,840,1969,449500.0
4,2.5,3030,2.0,0,2020,1010,1998,471000.0001
3,2.25,1800,1.0,0,1800,0,1976,474900.0001
3,2.5,2600,2.0,0,2600,0,1989,474999.9999
4,2.25,2220,1.0,0,1110,1110,1961,495000.0
3,1.75,1620,1.0,0,830,790,1945,500000.0
3,2.5,2190,2.0,0,2190,0,1999,503000.0001
4,2.25,2290,2.0,0,2120,170,1958,535000.0
3,1.75,1810,1.5,0,1810,0,1903,544999.9999
3,2.5,2110,2.0,0,2110,0,2001,548000.0
4,2.5,2170,1.0,0,1460,710,1980,550000.0
3,1.75,2000,1.0,0,1400,600,1963,560000.0
3,2.25,2090,2.0,0,2090,0,1983,562099.9999
3,2.25,3800,1.0,0,3330,470,1976,574999.9999
4,2.75,3120,2.0,0,3120,0,2010,575000.0001
4,2.5,3150,2.0,0,3150,0,2014,580134.9998
4,4.25,2360,2.0,0,2360,0,1939,590000.0
4,2.0,2580,1.0,0,1300,1280,1950,596165.4286
4,2.5,2620,2.0,0,2620,0,1987,600000.0
4,2.5,1960,1.0,1,1290,670,1958,600000.0
3,2.0,2060,1.0,0,1120,940,1947,605000.0
5,2.5,2070,1.0,0,1340,730,1967,613000.0
3,2.5,2370,2.0,0,2370,0,1993,640000.0
5,2.75,2550,1.5,0,2550,0,1902,650000.0
4,2.5,2790,2.0,0,2790,0,1987,654949.9998
3,2.5,2290,3.0,0,2290,0,1953,660000.0
5,2.75,3040,2.0,0,3040,0,1993,667781.2499
3,2.75,2390,1.0,0,1390,1000,1942,689800.0001
4,2.5,2961,2.0,0,2961,0,1998,695000.0
3,2.0,2140,1.0,0,1070,1070,1928,710000.0001
3,1.5,1660,1.0,0,1660,0,1956,712499.9999
3,2.0,2050,1.0,0,2050,0,1951,713250.0
4,2.5,2870,2.0,0,2870,0,1986,719999.9999
3,2.5,2430,2.0,0,2430,0,1987,770000.0002
5,1.0,2550,2.5,0,2550,0,1905,847000.0001
4,2.25,3720,1.0,2,1860,1860,1970,874999.9999
2,2.5,2680,1.0,0,2680,0,2006,930000.0
5,3.5,3490,2.0,4,2460,1030,1980,941499.9999
4,3.0,4590,2.0,0,3490,1100,1981,959999.9999
4,3.75,4130,2.0,0,4130,0,2001,1070000.0
1,1.0,650,1.0,0,650,0,1967,129000.0
1,1.0,790,1.0,0,790,0,1942,135000.0
4,1.75,1720,1.0,0,1220,500,1974,161700.0
2,1.0,1500,1.0,0,1500,0,1950,170000.0
2,1.0,670,1.0,0,670,0,1919,175000.0
5,2.0,1750,1.0,0,1750,0,1943,189999.9999
3,1.0,920,1.0,0,920,0,1977,212500.0
3,2.25,1500,1.0,0,1150,350,1984,219950.0
3,1.75,1730,1.0,0,1730,0,1972,228944.4445
3,1.75,1460,1.0,0,990,470,1997,240500.0
4,2.0,2120,1.5,0,2120,0,1960,250000.0
3,2.0,1710,2.0,0,1710,0,1988,250500.0
3,1.5,1810,1.0,0,950,860,1983,261000.0
3,2.25,2080,1.5,0,1550,530,2003,270000.0
3,2.5,1720,1.0,0,1000,720,1983,274999.9999
2,1.0,770,1.0,0,770,0,1948,275000.0
2,1.0,960,1.0,0,960,0,1942,280000.0
3,2.5,2437,2.0,0,2437,0,2011,285000.0
3,2.0,1670,1.0,0,1670,0,1992,289950.0
3,2.0,1350,1.0,0,1110,240,1995,310000.0
3,1.0,1010,1.0,0,1010,0,1959,317000.0
3,1.5,1650,1.0,0,1130,520,1978,320000.0001
3,1.0,1210,1.0,0,1210,0,1949,324950.0
4,1.75,1650,1.0,0,1650,0,1968,327500.0
3,1.0,1070,1.0,0,1070,0,1989,327500.0
4,2.75,2540,1.0,0,1600,940,1979,335000.0
3,1.75,2190,2.0,0,2190,0,1978,340000.0
2,1.75,1650,1.0,0,950,700,1947,355000.0
4,2.5,2310,2.0,0,2310,0,1978,364949.9999
2,1.0,1250,1.0,0,1250,0,1947,365000.0
3,1.5,1420,1.0,0,1420,0,1959,371000.0
4,1.75,2200,1.0,0,1100,1100,1955,375000.0
2,1.0,820,1.0,0,820,0,1922,375000.0
3,2.25,1250,1.0,0,1250,0,1942,390000.0001
3,1.0,1240,1.0,0,1240,0,1952,389999.9999
4,2.5,2150,2.0,0,2150,0,2005,392500.0
3,1.5,2080,1.0,0,1190,890,1959,399950.0
3,2.0,2260,1.0,0,1130,1130,1986,400000.0
3,1.75,1530,1.0,0,1530,0,1986,400000.0
3,1.75,1840,1.0,0,1040,800,1952,411715.0
4,2.5,2000,2.0,0,2000,0,1999,415000.0
3,2.5,2060,2.0,0,2060,0,2007,418500.0001
4,2.5,2460,2.0,0,2460,0,2003,427500.0
2,1.75,1500,1.0,0,910,590,1942,437000.0
5,2.5,2300,1.0,0,1170,1130,1967,453500.0001
3,1.75,1420,3.0,0,1420,0,2006,455000.0
3,2.0,1800,1.0,0,1800,0,1956,470000.0
3,2.5,2340,1.0,0,2340,0,1985,484999.9999
3,2.5,1520,2.0,0,1040,480,2007,499950.0
5,3.0,2920,2.0,0,2920,0,2003,500000.0
3,3.25,1540,2.0,0,1540,0,2011,520000.0
3,2.0,1540,1.0,0,1540,0,2004,525000.0
4,1.75,2020,1.0,0,1430,590,1979,531999.9999
3,2.5,1820,2.0,0,1820,0,1993,532000.0001
3,2.5,1710,2.0,0,1570,140,2005,539000.0
5,2.5,2730,1.0,0,1660,1070,1958,545000.0
4,2.25,2740,2.0,0,2740,0,1991,549000.0001
4,2.75,3370,2.0,0,3370,0,1991,557125.0002
3,2.5,2070,2.0,0,2070,0,1996,560000.0
5,2.5,2650,1.0,0,1400,1250,1961,564999.9999
3,2.25,1830,1.0,0,1290,540,1986,572000.0001
6,2.75,2630,1.0,0,1650,980,1974,582999.9999
3,2.5,1780,3.0,0,1600,180,2006,586500.0
4,2.5,4060,1.0,4,2150,1910,1977,603500.0
4,3.5,2910,2.0,0,2910,0,2012,610000.0001
4,2.25,2500,1.0,0,1600,900,1978,645999.9999
4,2.5,3290,2.0,0,3290,0,2008,648000.0
3,2.25,2560,2.0,0,2560,0,1986,658587.9998
4,2.5,2770,2.0,0,2770,0,1989,685000.0002
3,2.25,2370,1.0,0,1650,720,1973,745999.9999
4,2.5,2730,2.0,0,2730,0,1986,759999.9999
3,2.0,1990,1.0,0,1130,860,1912,760500.0
4,3.0,4410,2.0,0,3400,1010,2006,765000.0
3,2.25,2430,2.0,0,1810,620,1989,791000.0
4,2.5,2700,2.0,0,2700,0,1994,837500.0
3,3.25,4720,2.0,2,3190,1530,1998,860000.0002
3,1.75,2090,2.0,0,1610,480,1947,865000.0
4,2.75,3790,2.0,0,3790,0,1999,874999.9999
4,2.5,2770,2.0,0,2770,0,1987,907500.0
5,3.5,3280,2.0,0,2440,840,2003,988999.9999
5,2.75,2660,1.0,4,1470,1190,1969,1100000.0
5,3.5,3880,2.0,3,2540,1340,1979,1126000.0
3,1.0,1010,1.0,0,1010,0,1958,189000.0
4,1.5,1920,1.0,0,1370,550,1959,210000.0
2,2.5,1150,2.0,0,1150,0,2004,214100.0
2,1.0,1190,1.0,0,830,360,1941,228999.9999
3,1.0,1130,1.0,0,1130,0,1954,237000.0
4,2.5,2068,2.0,0,2068,0,1976,237227.8571
3,1.0,1150,1.0,0,1150,0,1957,240000.0
3,2.5,1510,1.0,0,1030,480,1976,250000.0
3,2.5,1610,2.0,0,1610,0,1994,255000.0
4,2.75,2330,1.0,0,1800,530,1990,257000.0
4,2.5,2100,2.0,0,2100,0,2006,268500.0001
3,1.0,1690,1.0,0,1020,670,1967,269000.0
3,1.5,1890,1.0,0,1090,800,1957,270000.0001
3,1.0,1500,1.0,0,1500,0,1968,270000.0001
3,3.0,1390,2.0,0,1140,250,2006,275000.0
3,2.0,1750,1.0,0,1350,400,1961,279950.0001
3,2.0,1680,1.0,0,1680,0,1993,289000.0
5,2.5,2490,1.0,0,1490,1000,1989,292000.0
4,2.5,1910,2.0,0,1910,0,2005,297500.0
4,1.75,1560,1.0,0,1560,0,1965,299950.0
3,2.5,1660,2.0,0,1660,0,2009,324500.0
4,2.5,2610,2.0,0,2610,0,2009,335000.0
3,2.0,1170,1.0,0,1170,0,1919,335000.0
4,2.5,2070,2.0,0,2070,0,2004,343000.0
3,2.5,2600,2.0,0,2600,0,2004,355500.0
2,1.0,920,1.0,0,920,0,1914,356000.0
4,2.5,2390,2.0,0,2390,0,1999,359799.9999
3,1.5,1180,1.0,0,800,380,1981,372500.0
3,1.75,960,1.0,0,960,0,1962,375000.0
4,2.75,2420,2.0,0,2420,0,2005,375999.9999
3,2.25,1710,1.0,0,1210,500,1978,385000.0
3,2.0,1463,3.0,0,1463,0,2003,389999.9999
4,3.0,1980,1.0,0,1160,820,1983,395000.0
3,1.75,1460,1.0,0,1460,0,1961,395000.0
4,2.5,2658,2.0,0,2658,0,2014,411605.0001
3,2.0,1330,1.0,0,1330,0,1969,420642.8571
4,2.75,2440,2.0,1,2440,0,1957,425000.0
3,1.75,1980,1.0,1,1090,890,1910,440825.0
4,2.5,2340,2.0,0,2340,0,2008,445000.0
3,2.5,2170,2.0,0,2170,0,2003,449950.0
4,1.0,2000,1.5,0,1250,750,1916,449999.9999
4,1.75,2000,1.0,2,1300,700,1959,453500.0
4,1.75,1670,1.0,0,1670,0,1947,456000.0
3,2.25,1530,2.0,0,1050,480,2014,465000.0
3,1.0,1430,1.0,0,950,480,1945,466500.0
3,2.5,1480,2.0,0,1480,0,1996,466800.0001
4,3.75,2810,2.0,2,2070,740,1994,492000.0001
5,3.0,2440,1.0,0,1450,990,2006,495000.0001
3,3.5,1690,2.0,0,1360,330,2008,499000.0
3,2.5,2520,1.5,0,2520,0,1988,499500.0
3,2.5,2370,2.0,0,2370,0,2001,499950.0001
4,3.25,4160,2.0,0,2760,1400,1973,529999.9998
4,2.25,2210,2.0,0,2210,0,1968,530000.0
4,2.25,2980,1.5,2,2020,960,1935,535000.0
4,2.25,1330,1.5,0,1330,0,1962,540000.0
3,1.75,1700,1.5,0,1700,0,1931,545000.0002
3,2.5,1480,1.0,0,1480,0,1968,547000.0001
4,2.5,2700,2.0,0,2700,0,2007,550000.0001
4,2.75,2020,1.0,0,1420,600,1976,554999.9999
4,2.5,2260,2.0,0,2260,0,2003,560000.0
3,2.75,2390,1.0,0,1360,1030,1977,565000.0001
3,2.5,1640,2.0,0,1640,0,1992,592105.7143
4,1.75,1830,2.0,0,1230,600,1990,610000.0
4,1.75,1660,1.5,0,1660,0,1926,619000.0
4,2.25,2400,1.5,0,1460,940,1929,619999.9999
4,3.75,4610,1.0,0,2500,2110,1980,630000.0
3,1.75,2340,1.0,0,1170,1170,1917,640000.0
3,2.5,2680,1.0,0,1610,1070,1979,652999.9999
3,2.5,2050,2.0,0,2050,0,2011,700000.0
3,1.75,1910,1.0,0,1080,830,1959,700000.0
4,2.75,2420,1.0,0,1530,890,1977,725000.0
3,2.5,2670,2.0,0,2670,0,1987,748999.9999
4,2.75,3110,2.0,0,3110,0,1983,749950.0
4,2.25,2070,1.0,0,1700,370,1967,795000.0
3,3.5,3590,2.0,0,3590,0,1999,798000.0
4,3.5,3500,2.0,0,2500,1000,1994,799000.0
3,3.5,3250,2.0,0,2500,750,2001,874999.9999
5,2.5,2920,2.0,0,2320,600,1906,875000.0
4,2.0,2660,1.5,0,1480,1180,1923,886000.0
5,4.75,5180,2.0,2,4070,1110,2001,1075000.0
6,4.5,3902,3.0,4,2782,1120,1977,1300000.0
4,5.25,4670,2.0,0,4670,0,1989,1415000.0
3,1.0,1840,1.0,0,920,920,1953,185000.0
2,1.0,810,1.0,0,810,0,1948,253500.0
4,2.25,1900,1.0,0,1900,0,1975,270000.0
5,2.5,2690,2.0,0,2690,0,2012,278999.9999
2,1.0,780,1.0,0,780,0,1943,285000.0
3,2.0,1970,1.0,0,1300,670,1967,294700.0
4,2.5,2680,2.0,0,2680,0,1999,299999.9999
3,1.5,1750,1.0,0,1150,600,1954,315000.0
3,2.5,3080,2.0,0,3080,0,1990,315368.6999
3,1.75,1370,1.0,0,1370,0,1983,320000.0
3,1.75,1020,1.5,0,1020,0,1953,360000.0
4,1.0,1550,1.5,0,1550,0,1954,385200.0
3,1.0,1560,1.0,0,1560,0,1953,387500.0
2,1.5,1490,1.0,0,930,560,1956,389250.0
3,2.5,2700,1.0,3,1350,1350,1959,402000.0
2,2.0,1405,2.0,0,1140,265,2007,405000.0
4,2.0,1880,2.0,0,1880,0,1978,407193.0001
3,1.75,1910,1.0,0,1340,570,1977,415000.0
4,2.25,2070,2.0,0,2070,0,1977,417985.7143
3,1.75,1470,1.0,3,1070,400,1939,432000.0
2,1.0,1260,1.5,0,1260,0,1926,435000.0
4,2.0,1470,1.0,0,1470,0,1965,444999.9999
3,2.5,1480,2.0,0,1480,0,2005,450000.0
2,1.75,1740,1.0,0,990,750,1946,452000.0
4,1.75,2050,1.0,0,1250,800,1959,455000.0001
4,2.25,1740,1.0,0,1170,570,1958,455000.0001
3,2.5,2030,2.0,0,1720,310,2001,471000.0001
4,1.0,1720,1.5,0,1720,0,1904,500000.0
3,1.75,1480,1.0,0,1480,0,1974,510000.0
4,1.5,1320,1.0,0,1320,0,1954,510000.0
5,2.75,2440,1.0,0,1240,1200,1972,525000.0001
3,1.5,1730,2.0,0,1730,0,1983,535500.0001
3,2.0,2260,1.0,0,1780,480,1985,539000.0
4,2.5,2040,2.0,0,2040,0,1990,545000.0
3,1.5,1900,1.5,0,1640,260,1926,550000.0
3,2.5,2400,2.0,0,2400,0,1993,570000.0
4,2.5,2430,2.0,0,2430,0,2008,585000.0
4,2.5,2630,2.0,0,2630,0,2008,589499.9999
4,2.5,1990,2.0,0,1680,310,2005,594999.9999
4,2.5,2560,2.0,0,2560,0,2001,599999.9999
4,2.5,2840,2.0,0,2840,0,1990,649999.9999
3,1.75,1980,1.5,0,1140,840,1926,660000.0
3,2.25,2270,1.0,0,1820,450,1975,679999.9999
3,2.5,2550,2.0,0,2550,0,1990,715000.0001
4,2.75,3010,2.0,0,3010,0,2014,723243.75
4,2.5,2820,2.0,0,2050,770,2013,735000.0001
4,3.0,2720,2.0,0,1800,920,1919,739000.0
3,2.5,2670,2.0,0,2670,0,1986,744000.0
5,2.5,4600,1.0,3,2300,2300,1956,805000.0
4,2.0,2230,1.5,0,2230,0,1959,809949.9999
2,2.0,2280,1.0,0,2280,0,2002,835000.0
5,2.75,3030,2.0,0,3030,0,2014,837219.0001
4,3.0,3240,2.0,0,3240,0,2013,895000.0
4,2.75,2880,1.5,0,1710,1170,1928,919999.9999
4,2.5,4150,2.0,0,4150,0,2014,969989.9999
4,3.25,3450,2.0,3,2430,1020,1960,1035000.0
5,2.75,4400,1.0,3,2250,2150,1963,1120000.0
4,3.5,3010,2.0,0,2370,640,1999,1280000.0
4,4.0,4270,2.0,3,3180,1090,2004,1300000.0
4,3.5,4280,2.0,0,4280,0,2005,1337044.2
4,2.5,3070,2.0,0,3070,0,2006,462000.0001
3,3.0,1730,3.0,0,1730,0,1985,490000.0001
4,2.5,2460,2.0,0,2460,0,1998,568500.0
6,2.5,3820,1.0,0,2040,1780,1974,611000.0
4,2.5,1811,2.0,0,1811,0,2007,259999.9999
2,1.0,1440,1.0,0,960,480,1915,445000.0
3,1.0,1300,1.5,0,1300,0,1927,455000.0
4,2.25,2450,2.0,0,2450,0,1976,510000.0
3,2.75,3400,2.0,2,2470,930,2009,529999.9999
5,3.0,2870,2.0,0,2090,780,2007,540000.0
4,2.5,1780,2.0,0,1780,0,1994,540000.0
3,2.5,2300,2.0,0,2300,0,2001,567499.9999
4,2.25,2370,2.0,0,2370,0,1979,684680.0
4,1.75,1980,1.0,0,1480,500,1978,213000.0001
3,1.5,1150,1.0,0,1150,0,1963,213400.0
4,1.75,1300,1.0,0,1300,0,1969,229950.0001
3,1.0,1330,1.0,0,1330,0,1948,234999.0
3,1.0,1590,1.5,0,1590,0,1944,235000.0
3,1.75,1330,1.0,0,1330,0,1998,236000.0
4,1.0,1910,1.5,0,1910,0,1934,240000.0001
5,1.5,2520,1.5,0,1510,1010,1928,250000.0
3,2.25,2210,2.0,0,2210,0,1969,250250.0
2,1.0,1200,1.0,2,1200,0,1917,255000.0
4,2.0,2030,1.0,0,2030,0,1976,259950.0001
2,1.0,1000,1.0,0,1000,0,1960,264999.9999
4,2.75,1990,1.0,0,1270,720,1999,270000.0
3,2.25,1680,2.0,0,1680,0,1987,285000.0
3,1.5,1860,1.0,0,1200,660,1963,288350.0
4,3.0,2390,2.0,0,2390,0,1974,290000.0
4,2.5,1980,2.0,0,1980,0,2003,307550.0
3,2.5,1480,2.0,0,1150,330,2010,315000.0
3,2.0,1350,1.0,0,1350,0,1986,325000.0
4,1.75,1920,1.0,0,1500,420,1975,341000.0
2,1.5,1340,2.0,0,1120,220,2008,345000.0
3,2.5,1210,3.0,0,1210,0,2008,345000.0
3,1.75,1240,1.0,0,1240,0,1978,347000.0
2,1.75,1060,2.0,0,960,100,2008,352750.0
3,3.0,2500,2.0,0,2500,0,1997,364899.9999
3,2.5,1800,2.0,0,1800,0,2011,365000.0
4,2.75,2190,2.0,0,2190,0,1993,367300.0001
3,1.75,1710,1.0,0,1710,0,1958,368000.0
4,1.5,2020,1.0,0,2020,0,1960,379000.0
3,1.75,1230,1.0,0,1230,0,1987,385000.0
4,1.75,2700,1.5,0,2700,0,1968,390000.0
3,2.5,1720,2.0,0,1240,480,2004,398000.0
4,3.5,2370,2.5,0,2370,0,2013,400000.0001
2,1.0,1140,1.0,0,1140,0,1942,400000.0
3,2.5,1960,2.0,0,1960,0,2006,410000.0
3,1.0,1410,1.0,0,910,500,1956,410000.0
3,2.0,1310,1.0,0,780,530,1986,428000.0
3,2.25,1890,1.0,0,1230,660,1973,434999.9999
3,1.75,2240,1.0,0,1120,1120,1948,440000.0
4,2.5,2170,2.0,0,2170,0,1992,442500.0
3,1.75,1640,1.0,0,1110,530,1940,450000.0
4,2.5,2330,2.0,0,2330,0,1998,470999.9999
4,2.75,1980,1.0,0,1980,0,1952,475000.0
